path_id,memory_path,no_memory_path,memory_path_length,no_memory_path_length,is_same
24786,Sutton_Hoo;Ancient_Rome;Latin;Vulgar_Latin,Sutton_Hoo;Bede;Middle_Ages;Renaissance;Latin;Vulgar_Latin,4,6,False
24792,Svalbard;Norway;Culture;Popular_culture;Comics;Graphic_novel;Publishing;Literature;Fiction;Computer_and_video_games;Nintendo;The_Legend_of_Zelda_series;Mass_media;Television;Computer_and_video_games;LOOP_DETECTED,Svalbard;Norway;Culture;Popular_culture;Literature;Fiction;Computer_and_video_games;Chess;Board_game;Game;Card_game;Magic__The_Gathering,16,12,False
24794,Svalbard;Arctic;Earth;Photosynthesis,Svalbard;Arctic;Earth;Photosynthesis,4,4,True
24798,Svart%C3%A1lfar;Norse_mythology;Literature;Music;Jazz,Svart%C3%A1lfar;Norse_mythology;Literature;Music;Jazz,5,5,True
24801,Swallow;Bird;Evolution;Geology;Igneous_rock;Batholith,Swallow;Bird;Evolution;Geology;Batholith,6,5,False
24804,Swallow;Bird;Biology;Evolution;Natural_selection;Charles_Darwin;Physics;Atom;Electric_charge;Electron,Swallow;Bird;Biology;WRONG_ANSWER,10,4,False
24809,Swallow;Animal;Bird;Mammal;Horse;Pony,Swallow;Bird;Animal;Mammal;Horse;Pony,6,6,False
24812,Swan;Bird;Human;City;Paris,Swan;Bird;Human;Europe;France;Paris,5,6,False
24818,Swastika;North_America;Canada,Swastika;Canada,3,2,False
24822,Swastika;Nazi_Germany;Germany;Austria;Vienna;Budapest;Hungary;Ottoman_Empire;Istanbul;Byzantine_Empire;Ancient_Rome;Roman_Empire;Byzantine_Empire;LOOP_DETECTED,Swastika;Nazi_Germany;Germany;Albert_Einstein;Nuclear_fission;Neutron;Physics;Atom;Chemical_element;Periodic_table;Meitnerium,14,11,False
24826,Swastika;Evolution;Biology;Cell_%28biology%29;Energy;Electricity;WRONG_ANSWER,Swastika;WRONG_ANSWER,7,2,False
24830,Swastika;Poland;Warsaw,Swastika;Poland;Warsaw,3,3,True
24834,Swaziland;List_of_countries_by_system_of_government;Parliamentary_system;Constitutional_monarchy;Government;Democracy,Swaziland;List_of_countries_by_system_of_government;Parliamentary_system;Constitutional_monarchy;Government;Democracy,6,6,True
24836,Swaziland;Africa;African_Union;United_Nations;Organization,Swaziland;United_Nations;Organization,5,3,False
24839,Sweden;Germany;Adolf_Hitler,Sweden;Germany;Nazism;Adolf_Hitler,3,4,False
24844,Sweden;Monarchy;Byzantine_Empire;Attila_the_Hun;Hungary;Ottoman_Empire;Mongol_Empire;Genghis_Khan,Sweden;Viking;Islam;Mongol_Empire;Genghis_Khan,8,5,False
24852,Swift;Bird;Penguin;African_Penguin,Swift;Bird;Penguin;African_Penguin,4,4,True
24855,Swift;Bird;WRONG_ANSWER,Swift;Animal;Plant;Tea,3,4,False
24858,Switzerland;Holy_Roman_Empire;12th_century,Switzerland;Holy_Roman_Empire;12th_century,3,3,True
24868,Switzerland;Russia;Moscow;Russian_Revolution_of_1917;Vladimir_Lenin;Joseph_Stalin;Soviet_Union;Cold_War;NATO;Armenia;WRONG_ANSWER,Switzerland;Russia;National_Anthem_of_Russia,11,3,False
24873,Sydney;Asia;Egypt;Middle_East;Africa;Latin_America;Mexico,Sydney;Australia;Asia;North_America;Latin_America;Mexico,7,6,False
24879,Sydney_Newman;Doctor_Who;Drama;William_Shakespeare;Poetry,Sydney_Newman;Television;BBC;William_Shakespeare;Poetry,5,5,False
24882,Symmetry;Australia;Australian_Open,Symmetry;Australia;Australian_Open,3,3,True
24886,Symmetry;Art;Philosophy;Literature;Theatre;Drama;William_Shakespeare,Symmetry;Art;Literature;Theatre;Drama;William_Shakespeare,7,6,False
24892,Syria;Mesopotamia;Bronze_Age;Copper,Syria;Agriculture;Fertile_Crescent;Mesopotamia;Copper,4,5,False
24900,T-34;Battle_of_Stalingrad;Nazi_Germany;Luftwaffe;Blitzkrieg,T-34;Battle_of_Stalingrad;Nazi_Germany;Luftwaffe;Blitzkrieg,5,5,True
24902,T-34;Radio;Electromagnetic_radiation,T-34;Radio;Electromagnetic_radiation,3,3,True
24909,T._S._Eliot;Poetry;Rapping;Hip_hop_music;Rhythm_and_blues;American_popular_music;Marvin_Gaye,T._S._Eliot;Poetry;Rapping;Hip_hop_music;Rhythm_and_blues;American_popular_music;Marvin_Gaye,7,7,True
24914,T._S._Eliot;Poetry;William_Shakespeare;Poetry;LOOP_DETECTED,T._S._Eliot;Poetry;20th_century;World_War_II;Germany;Wernher_von_Braun,5,6,False
24919,TGV;Aluminium;Periodic_table;Titanium,TGV;Aluminium;Periodic_table;Titanium,4,4,True
24926,Taipei;Taiwan;Buddhism;Buddha;India;Buddhism;LOOP_DETECTED,Taipei;Tea,7,2,False
24938,Taiwan;China;Roman_Empire;Latin;Vulgar_Latin,Taiwan;Chinese_language;Latin;Vulgar_Latin,5,4,False
24941,Taj_Mahal;India;Tennis;Chris_Evert,Taj_Mahal;India;Tennis;Chris_Evert,4,4,True
24944,Taj_Mahal;India;Cold_War;Soviet_Union;Russia;WRONG_ANSWER,Taj_Mahal;India;Soviet_Union;Russia;WRONG_ANSWER,6,5,False
24946,Tajikistan;United_States;California;Arnold_Schwarzenegger,Tajikistan;United_States;California;Arnold_Schwarzenegger,4,4,True
24949,Tajikistan;Iran;Germany;Otto_von_Bismarck,Tajikistan;Iran;Germany;Otto_von_Bismarck,4,4,True
24952,Tajikistan;China;Taiwan,Tajikistan;China;Taiwan,3,3,True
24955,Talc;Mineral;Geology;Glaciology;Glacier;Great_Lakes;Lake_Superior,Talc;Mineral;Geology;Plate_tectonics;North_America;Canada;Great_Lakes;Lake_Superior,7,8,False
24963,Tamarind;India;United_Kingdom;Northern_Ireland,Tamarind;Asia;Europe;Northern_Ireland,4,4,False
24967,Tamil_language;English_language;United_Kingdom;British_monarchy;Charles_I_of_England,Tamil_language;English_language;United_Kingdom;British_monarchy;Charles_I_of_England,5,5,True
24970,Tamil_language;Canada;North_America;Latin_America,Tamil_language;India;South_America;Latin_America,4,4,False
24972,Tamil_people;Hinduism;Buddhism;Buddha;Gautama_Buddha;India;Himalayas;Tibet;Lhasa;China;Beijing;Mao_Zedong;China;LOOP_DETECTED,Tamil_people;Chola_dynasty;Art;Albert_Einstein;Gravitation,14,5,False
24974,Tamil_people;United_Kingdom;Parliament_of_the_United_Kingdom;Prime_Minister_of_the_United_Kingdom,Tamil_people;United_Kingdom;Prime_Minister_of_the_United_Kingdom,4,3,False
24977,Tank;Bicycle;Aircraft;Helium;Airship;Hot_air_balloon;Wind;WRONG_ANSWER,Tank;Forest;Tree;Fern;Plant;Animal;Bird;Feather,8,8,False
24981,Tank;Weapon;Firearm;Gunpowder;Fire;Gas;Natural_gas;Fossil_fuel;Coal;Carbon;Carbon_dioxide;Global_warming;Climate_change;Climate;Meteorology;Weather;Climate;LOOP_DETECTED,Tank;World_War_I;League_of_Nations;United_Nations;Democracy;Liberalism;Libertarianism,18,7,False
24983,Tansy;Plant;Fungus,Tansy;Plant;Fungus,3,3,True
24985,Tansy;Plant;Organism;Eukaryote;Cell_%28biology%29;DNA;Genetics;Human;Animal;Chordate;Vertebrate;Chordate;LOOP_DETECTED,Tansy;Plant;Life;Universe;Big_Bang;Chemical_element;Periodic_table;Krypton,13,8,False
24990,Tantalum;Chemical_element;Chemistry;Physics;Astronomy;Telescope,Tantalum;Chemical_element;Chemistry;Physics;Astronomy;Telescope,6,6,True
24995,Tanzania;East_Africa;Horn_of_Africa;Ethiopia;Addis_Ababa;African_Union;United_Nations;United_States;Federal_Bureau_of_Investigation,Tanzania;United_States;Federal_Bureau_of_Investigation,9,3,False
24997,Tanzania;United_Kingdom;British_monarchy;James_II_of_England,Tanzania;United_Kingdom;British_monarchy;James_II_of_England,4,4,True
25003,Taoism;Buddhism;China;Biology;Genetics;DNA;DNA_repair,Taoism;Alchemy;Chemistry;Genetics;DNA;DNA_repair,7,6,False
25007,Taoism;China;Economics;Capitalism;Industrial_Revolution,Taoism;China;Economics;Capitalism;Industrial_Revolution,5,5,True
25018,Tarragon;Plant;Agriculture;Food;Supply_and_demand;Economics;Market;Supply_and_demand;LOOP_DETECTED,Tarragon;Plant;Agriculture;Soil;WRONG_ANSWER,9,5,False
25021,Tashkent;Uzbekistan;Soviet_Union;Russia;Moscow;Capital;Government;Corporation;United_States;Internet;World_Wide_Web;Google,Tashkent;Asia;Computer;Internet;World_Wide_Web;Google,12,6,False
25024,Tashkent;Uzbekistan;United_States;President_of_the_United_States;Ronald_Reagan,Tashkent;Soviet_Union;Ronald_Reagan,5,3,False
25031,Tasmanian_Devil;Carnivore;Mammal;Animal;Chordate;Mammal;LOOP_DETECTED,Tasmanian_Devil;Carnivore;Hyena,7,3,False
25039,Tawny_Owl;Bird;Mammal;Dolphin;Whale,Tawny_Owl;Bird;Animal;Mammal;Whale,5,5,False
25041,Tay-Sachs_disease;United_States;Philippines;Manila,Tay-Sachs_disease;United_States;Philippines;Manila,4,4,True
25043,Tay-Sachs_disease;United_Kingdom;Republic_of_Ireland,Tay-Sachs_disease;United_Kingdom;Republic_of_Ireland,3,3,True
25047,Tay-Sachs_disease;Cell_%28biology%29;Organism;Animal;Mammal;Scientific_classification;Evolution;Natural_selection;Charles_Darwin;Biology;Anatomy;Human;Genetics;DNA;Genetics;LOOP_DETECTED,Tay-Sachs_disease;Cell_%28biology%29;Organism;Biology;Botany;Tobacco,16,6,False
25053,Tay_Rail_Bridge;Scotland;United_States;Las_Vegas%2C_Nevada,Tay_Rail_Bridge;Scotland;United_States;Las_Vegas%2C_Nevada,4,4,True
25056,Tay_Rail_Bridge;Scotland;Science;Physics;Astronomy;Telescope,Tay_Rail_Bridge;Scotland;Science;Physics;Astronomy;Telescope,6,6,True
25061,TeX;Computer_science;Information;Communication;Mass_media;Broadcasting;Radio;Guglielmo_Marconi;Italy;Austria;Hungary;Romania;Bulgaria;Estonia;Latvia,TeX;Computer_science;Mathematics;Algebra;Europe;Latvia,15,6,False
25065,TeX;Mathematics;Astronomy;Earth;Solar_System;Earth;LOOP_DETECTED,TeX;Computer_science;Mathematics;Astronomy;Solar_System;Sun;Solar_eclipse,7,7,False
25068,Tea;China;Architecture,Tea;China;Architecture,3,3,True
25070,Tea;Milk;Butter;Cattle;Milk;LOOP_DETECTED,Tea;Milk;Butter;Cheese,6,4,False
25072,Tea;WRONG_ANSWER,Tea;WRONG_ANSWER,2,2,True
25077,Tea;South_Africa;Biodiversity;Africa;Ethiopia;Kenya;East_Africa;Horn_of_Africa;Djibouti;Eritrea;Djibouti;LOOP_DETECTED,Tea;South_Africa;Biodiversity;Life;Animal;Chordate;Mammal;Zebra;Plains_Zebra,12,9,False
25080,Tea;Europe;Slovakia;Slovenia,Tea;Europe;Slovenia,4,3,False
25082,Tea;Buddhism;Tibet,Tea;Tibet,3,2,False
25089,Technetium;United_States_dollar;United_States;John_F._Kennedy;Lyndon_B._Johnson,Technetium;United_States_dollar;United_States;President_of_the_United_States;Lyndon_B._Johnson,5,5,False
25093,Technology;Clay,Technology;Clay,2,2,True
25098,Tehran;Iran;Desert,Tehran;Iran;Desert,3,3,True
25100,Tehran;Iran;Agriculture;Fruit,Tehran;Iran;Agriculture;Fruit,4,4,True
25102,Tehran;Iran;Europe;Malta,Tehran;Iran;Middle_East;Mediterranean_Sea;Malta,4,5,False
25110,Tel_Aviv;City;Capital,Tel_Aviv;City;Capital,3,3,True
25114,Tel_Aviv;Milan;Genoa,Tel_Aviv;Milan;Genoa,3,3,True
25122,Telephone;Telecommunication;Communication;Information;Mass_media;Broadcasting;Radio;Television;Film;Animation;The_Lion_King;Lion;Africa;Egypt;Ancient_Egypt;Christianity;Bible;19th_century;Charles_Dickens;A_Christmas_Carol,Telephone;Telecommunication;Communication;Information;Fiction;Literature;Charles_Dickens;A_Christmas_Carol,20,8,False
25127,Telephone;Telecommunication;Communication;Information;Economics;Political_economy;Sociology;Culture;Africa;Djibouti,Telephone;Telecommunication;Africa;Djibouti,10,4,False
25133,Telephone;Telecommunication;Communication;Information;Energy;Photosynthesis,Telephone;Telecommunication;Communication;Language;Biology;Botany;Photosynthesis,6,7,False
25136,Telephone;Telecommunication;Communication;Radio;Television;Broadcasting;Mass_media;Technology;Space_exploration;Space_Shuttle_program,Telephone;Telecommunication;Communication;Radio;Spacecraft_propulsion;WRONG_ANSWER,10,6,False
25143,Telephone_exchange;Telecommunication;Information;Communication;Internet,Telephone_exchange;Telecommunication;Internet,5,3,False
25146,Telephone_exchange;Telecommunication;Communication;Information;Physics;Nuclear_weapon;Nuclear_fission,Telephone_exchange;Telecommunication;Communication;Radio;Atom;Nuclear_fission,7,6,False
25152,Telescope;Astronomy;Comet;Comet_Shoemaker-Levy_9,Telescope;Astronomy;Comet;Comet_Shoemaker-Levy_9,4,4,True
25158,Telescope;Astronomy;China;Qin_Dynasty;Qin_Shi_Huang,Telescope;Astronomy;China;Qin_Dynasty;Qin_Shi_Huang,5,5,True
25161,Television;Broadcasting;Mass_media;Renaissance;15th_century;16th_century,Television;Latin;Europe;Middle_Ages;15th_century;16th_century,6,6,False
25167,Television;Germany;Adolf_Hitler;Nazism,Television;Germany;Nazism,4,3,False
25174,Temperate;Geography;Climate;Meteorology;Weather;Climate;LOOP_DETECTED,Temperate;Season;Climate;Climate_change;Greenhouse_effect;Carbon_dioxide;Carbon;Chemical_element;Periodic_table;Arsenic,7,10,False
25177,Temperate;Season;Climate;Meteorology;Electricity;Electronics,Temperate;Geography;Climate;Meteorology;Electricity;Electronics,6,6,False
25179,Temperate;Season;Earth;Gravitation,Temperate;Season;Earth;Gravitation,4,4,True
25184,Temperate;Season;Climate;Meteorology;Weather;Autumn;Harvest;Agriculture;Arable_land;Land_%28economics%29;Economics;Capitalism;Market;Currency;Money;Banknote;Coin;Currency;LOOP_DETECTED,Temperate;United_Kingdom;The_Championships%2C_Wimbledon,19,3,False
25186,Temple_of_Artemis;Hellenistic_Greece;Alexander_the_Great;Persian_Empire;Ottoman_Empire;World_War_I;League_of_Nations;United_Nations;Haiti;United_States;American_Civil_War;Abraham_Lincoln;Andrew_Johnson;Ulysses_S._Grant;WRONG_ANSWER,Temple_of_Artemis;Hellenistic_Greece;Roman_Empire;Byzantine_Empire;Middle_Ages;Black_Death;Bacteria;Genetics;Climate;Tropical_cyclone;Hurricane_Katrina,15,11,False
25188,Temple_of_Artemis;Hellenistic_Greece;Alexander_the_Great;Philosophy;Science;Atom;Physics;Matter,Temple_of_Artemis;Hellenistic_Greece;Roman_Empire;Philosophy;Science;Atom;Chemical_element;Matter,8,8,False
25191,Temple_of_Artemis;Hellenistic_Greece;Alexander_the_Great;Literature;Theatre;Drama;William_Shakespeare,Temple_of_Artemis;Hellenistic_Greece;Alexander_the_Great;Literature;Theatre;Drama;William_Shakespeare,7,7,True
25196,Tennis;Australia;Kangaroo;Reptile;Dinosaur,Tennis;Australia;Biodiversity;Evolution;Dinosaur,5,5,False
25200,Tennis;French_Revolution;Age_of_Enlightenment;Immanuel_Kant;Ethics;Philosophy;China;Ming_Dynasty,Tennis;Middle_Ages;Renaissance;16th_century;Ming_Dynasty,8,5,False
25207,Tennis;Olympic_Games;Sport,Tennis;Olympic_Games;Sport,3,3,True
25209,Tennis_Masters_Cup;Tennis;United_Kingdom;Belfast;Northern_Ireland,Tennis_Masters_Cup;Tennis;United_Kingdom;Northern_Ireland,5,4,False
25213,Tenzin_Gyatso%2C_14th_Dalai_Lama;Tibet;Himalayas;Bhutan;India;Buddhism;Islam;WRONG_ANSWER,Tenzin_Gyatso%2C_14th_Dalai_Lama;Tibet;India;Buddhism;Islam;Qur%27an,8,6,False
25216,Tenzin_Gyatso%2C_14th_Dalai_Lama;United_States;United_States_Congress,Tenzin_Gyatso%2C_14th_Dalai_Lama;United_States;United_States_Congress,3,3,True
25219,Tenzing_Norgay;Himalayas;China;Shanghai,Tenzing_Norgay;Mount_Everest;China;Shanghai,4,4,False
25229,Textile;Clothing;Ancient_Rome;Ancient_Greece;Homer,Textile;Clothing;Ancient_Rome;Ancient_Greece;Homer,5,5,True
25234,Thailand;Bangkok,Thailand;Bangkok,2,2,True
25236,Thailand;Buddhism;Buddha;India;Plate_tectonics;Magma,Thailand;Mekong;River;Amazon_River;Andes;Craton;Igneous_rock;Magma,6,8,False
25238,Thailand;Climate;Tropical_cyclone;Tropics;Rainforest,Thailand;Climate;Tropical_cyclone;Tropics;Rainforest,5,5,True
25245,Thalassemia;India;Sanskrit,Thalassemia;India;Sanskrit,3,3,True
25252,Thallium;Mineral;Crystal;Quartz,Thallium;Chemical_element;Silicon;Quartz,4,4,False
25259,The_Adventures_of_Tintin;Graphic_novel;Comics;Animation;WRONG_ANSWER,The_Adventures_of_Tintin;Germany;Europe;Earth;Solar_System;Gas_giant,5,6,False
25264,The_Anarchy;London;France;Paris,The_Anarchy;London;Paris,4,3,False
25266,The_Ashes;England;Middle_East;Israel;Arab-Israeli_conflict,The_Ashes;England;Middle_East;Israel;Arab-Israeli_conflict,5,5,True
25268,The_Ashes;Australia;Cricket;England;BBC;Doctor_Who;Douglas_Adams,The_Ashes;Douglas_Adams,7,2,False
25273,The_Ashes;England;19th_century;Abraham_Lincoln;United_Kingdom;Parliament_of_the_United_Kingdom;Prime_Minister_of_the_United_Kingdom;WRONG_ANSWER,The_Ashes;England;19th_century;18th_century;George_III_of_the_United_Kingdom;British_House_of_Commons;Parliament_of_the_United_Kingdom;Prime_Minister_of_the_United_Kingdom;WRONG_ANSWER,8,9,False
25275,The_Bahamas;Culture;Fashion;Clothing,The_Bahamas;Culture;Fashion;Clothing,4,4,True
25281,The_Bahamas;Atlantic_Ocean;Greek_mythology;Trojan_War,The_Bahamas;Atlantic_Ocean;Greek_mythology;Trojan_War,4,4,True
25290,The_Beano;Scotland;United_Kingdom;Bangladesh;Egypt;Sudan,The_Beano;Scotland;British_Empire;Sudan,6,4,False
25294,The_Beatles;BBC;Television;Broadcasting;Mass_media;Culture;Popular_culture;Film;Animation;The_Lion_King;Africa;Ethiopia;Addis_Ababa;African_Union;Economy_of_Africa;Agriculture;Alcohol;Ethanol;Beer,The_Beatles;United_Kingdom;WRONG_ANSWER,19,3,False
25296,The_Beatles;United_Kingdom;Canada;Saudi_Arabia;Kuwait,The_Beatles;United_Kingdom;British_Empire;Middle_East;Kuwait,5,5,False
25303,The_Beatles;Europe;Bosnia_and_Herzegovina;Sarajevo,The_Beatles;Europe;Bosnia_and_Herzegovina;Sarajevo,4,4,True
25312,The_Beatles_discography;Liverpool;Dublin;Barcelona;Argentina;Buenos_Aires,The_Beatles_discography;Liverpool;England;London;WRONG_ANSWER,6,5,False
25321,The_Blitz;Germany;Coal;Iron;Steel,The_Blitz;Germany;Coal;Iron;Steel,5,5,True
25325,The_Broads;Norfolk;Norwich;Cambridge;Oxford;Birmingham;Coventry;Leicester;Leeds,The_Broads;Norfolk;England;Leeds,9,4,False
25329,The_Broads;Norfolk;Norwich;Cambridge;University_of_Cambridge;Oxford;Birmingham;Liverpool;The_Beatles,The_Broads;Norfolk;London;British_Empire;United_Kingdom;The_Beatles,9,6,False
25334,The_Brothers_Karamazov;Poland;Marie_Curie;Polonium,The_Brothers_Karamazov;Poland;Marie_Curie;Polonium,4,4,True
25338,The_Canadian;Canada;Montreal;Toronto;Latin_America;Buenos_Aires,The_Canadian;Canada;Montreal;Toronto;Latin_America;Buenos_Aires,6,6,True
25340,The_Canadian;Canada;Great_Lakes;Niagara_Falls;Saint_Lawrence_Seaway;Canal;Erie_Canal;Chicago;Cereal;Agriculture;Beekeeping;Honey,The_Canadian;Canada;Beaver;Animal;Insect;Honey,12,6,False
25342,The_Canadian;Canada;Russia;Joseph_Stalin,The_Canadian;Canada;Russia;Joseph_Stalin,4,4,True
25353,The_Cat_in_the_Hat;Dr._Seuss;Literature;Film;Television;BBC;Doctor_Who,The_Cat_in_the_Hat;Dr._Seuss;Literature;Fiction;Film;Television;BBC;Doctor_Who,7,8,False
25355,The_Cat_in_the_Hat;Dr._Seuss;Literature;19th_century;Jane_Austen,The_Cat_in_the_Hat;Dr._Seuss;Literature;19th_century;Jane_Austen,5,5,True
25359,The_Cat_in_the_Hat;Dr._Seuss;Literature;Fiction;Culture;Asia;Philippines;Mount_Pinatubo,The_Cat_in_the_Hat;Dr._Seuss;Literature;History;Anthropology;Archaeology;Geology;Volcano;Philippines;Mount_Pinatubo,8,10,False
25364,The_Cat_in_the_Hat;Dr._Seuss;Literature;Nature;Photosynthesis;Light;Sun;Sunlight,The_Cat_in_the_Hat;Dr._Seuss;Literature;Nature;Sun;Sunlight,8,6,False
25370,The_Count_of_Monte_Cristo;France;China;Shanghai,The_Count_of_Monte_Cristo;France;China;Shanghai,4,4,True
25372,The_Count_of_Monte_Cristo;France;French_Revolution;Napoleon_I_of_France;United_Kingdom;Prime_Minister_of_the_United_Kingdom;Tony_Blair,The_Count_of_Monte_Cristo;France;United_Kingdom;Tony_Blair,7,4,False
25374,The_Count_of_Monte_Cristo;France;French_Revolution;Napoleon_I_of_France;Austria;Hungary;Danube;Hungary;LOOP_DETECTED,The_Count_of_Monte_Cristo;France;China;Yellow_River,9,4,False
25383,The_Curious_Incident_of_the_Dog_in_the_Night-time;Autism;Palace_of_Westminster;Parliament_of_the_United_Kingdom;British_House_of_Commons;Democracy;Liberal_democracy;Parliament_of_Canada;Canada;Parliament_of_Canada;LOOP_DETECTED,The_Curious_Incident_of_the_Dog_in_the_Night-time;Autism;Psychology;Political_science;Politics;Government;Democracy;Liberal_democracy;Parliamentary_system;Malaysia;Parliament_of_Malaysia,11,11,False
25386,The_Dandy;United_Kingdom;British_monarchy;Constitutional_monarchy,The_Dandy;United_Kingdom;British_monarchy;Constitutional_monarchy,4,4,True
25391,The_Fairy-Queen;London;Beijing;China,The_Fairy-Queen;Henry_Purcell;Opera;WRONG_ANSWER,4,4,False
25393,The_Fairy-Queen;Henry_Purcell;Opera;Romanticism,The_Fairy-Queen;Henry_Purcell;Opera;Romanticism,4,4,True
25395,The_Fens;Cambridge;University_of_Cambridge;United_Kingdom;WRONG_ANSWER,The_Fens;Cambridge;University_of_Cambridge;United_Kingdom;WRONG_ANSWER,5,5,True
25397,The_Fens;Cambridge;London;Paris;Portugal;Lisbon,The_Fens;England;Europe;Portugal;Lisbon,6,5,False
25404,The_Gambia;Africa;Egypt;United_Kingdom;Parliament_of_the_United_Kingdom;British_House_of_Commons;United_Kingdom;LOOP_DETECTED,The_Gambia;Atlantic_Ocean;RMS_Titanic,8,3,False
25409,The_Godfather;Italy;WRONG_ANSWER,The_Godfather;United_States;WRONG_ANSWER,3,3,False
25412,The_Godfather;Italy;Mediterranean_Sea;Egypt;Tanzania;Mount_Kilimanjaro,The_Godfather;Italy;Mediterranean_Sea;Africa;Tanzania;Mount_Kilimanjaro,6,6,False
25415,The_Godfather;United_States;United_Kingdom,The_Godfather;United_States;United_Kingdom,3,3,True
25417,The_Great_Exhibition;Technology;Computer_science;Programming_language;C%2B%2B,The_Great_Exhibition;Technology;Computer_science;Computer_programming;C%2B%2B,5,5,False
25422,The_Hague;Europe;Cyprus,The_Hague;Europe;Cyprus,3,3,True
25426,The_Hague;Netherlands;Amsterdam;Industrial_Revolution;Steam_engine;James_Watt;Edinburgh;James_Clerk_Maxwell;Michael_Faraday,The_Hague;Netherlands;19th_century;Michael_Faraday,9,4,False
25428,The_Hague;Netherlands;Amsterdam;Europe;Germany;Austria;Vienna;Prague;Czech_Republic;Poland;Lithuania;Latvia;Estonia;Finland;Helsinki;Estonia;LOOP_DETECTED,The_Hague;Netherlands;Dutch_language;Language;Mathematics;Differential_equation;Ordinary_differential_equation,17,7,False
25432,The_Hitchhiker%27s_Guide_to_the_Galaxy;Europe;Czech_Republic,The_Hitchhiker%27s_Guide_to_the_Galaxy;Europe;Czech_Republic,3,3,True
